,genre,win,mac,linux,positive_ratio,price_final
0,0,1,0,0,1.1966604566397139,2.3130675215769965
1,0,1,0,0,1.092603025627565,1.1559552046300248
2,0,1,0,0,1.1056102045040834,0.3459765827671446
3,0,1,1,1,1.1966604566397139,1.7345113631035107
4,0,1,0,0,0.7934379114676364,1.7345113631035107
5,0,1,1,0,1.1446317411336395,1.3873776680194192
6,0,1,0,0,1.1706460988866767,0.9245327412406306
7,0,1,1,1,0.9755384157388972,0.5773990461565389
8,0,1,0,0,1.1316245622571208,5.784404472417912
9,0,1,0,0,0.7934379114676364,0.8088215095459333
10,0,1,0,0,1.2226748143927513,1.7345113631035107
11,0,1,0,0,0.9755384157388972,1.1559552046300248
12,0,1,0,0,1.1056102045040834,1.1559552046300248
13,0,1,0,0,1.1056102045040834,2.3130675215769965
14,0,1,0,0,1.1056102045040834,1.7345113631035107
15,0,1,1,1,1.1446317411336395,1.1559552046300248
16,0,1,0,0,1.1706460988866767,1.1559552046300248
17,0,1,0,0,0.910502521356304,1.1559552046300248
18,0,1,0,0,1.0015527734919345,1.7345113631035107
19,0,1,1,1,1.092603025627565,0.1029829962082805
20,0,1,1,1,1.0015527734919345,0.2765498437503263
21,0,1,1,0,1.1446317411336395,0.3459765827671446
22,0,1,0,0,1.2356819932692698,0.4616878144618418
23,0,1,1,1,0.9495240579858599,2.3130675215769965
24,0,1,1,0,1.1056102045040834,3.470179838523968
25,0,1,1,1,1.1446317411336395,0.8088215095459333
26,0,1,0,0,1.0275671312449717,0.0
27,0,1,0,0,1.1706460988866767,0.3459765827671446
28,0,1,1,1,1.1966604566397139,1.7345113631035107
29,0,1,1,1,1.157638920010158,1.1559552046300248
30,0,1,1,0,0.9365168791093413,3.470179838523968
31,0,1,0,0,1.2096676355162326,1.1559552046300248
32,0,1,0,0,0.9235097002328228,2.3130675215769965
33,0,1,0,0,1.0665886678745276,1.7345113631035107
34,0,0,0,0,1.300717887651863,1.3873776680194192
35,0,1,1,0,1.0405743101214904,1.1559552046300248
36,0,1,1,0,1.1186173833806021,0.5773990461565389
37,0,1,0,0,1.1056102045040834,1.1559552046300248
38,0,1,1,1,1.0665886678745276,2.8916236800504826
39,0,1,1,1,1.1186173833806021,0.8088215095459333
40,0,1,1,1,1.1186173833806021,2.3130675215769965
41,0,1,0,0,1.1056102045040834,0.9245327412406306
42,0,1,0,1,1.1966604566397139,0.6931102778512361
43,0,1,1,0,1.2486891721457885,2.3130675215769965
44,0,1,1,1,1.1316245622571208,0.5773990461565389
45,0,1,0,0,1.2226748143927513,1.1559552046300248
46,0,1,0,0,1.1706460988866767,3.470179838523968
47,0,1,0,0,1.2226748143927513,2.4287787532716933
48,0,1,0,0,0.9755384157388972,0.5773990461565389
49,0,1,0,0,0.6763733015789688,3.470179838523968
50,0,1,0,0,0.7414091959615619,2.3130675215769965
51,0,1,1,1,1.1706460988866767,0.1029829962082805
52,0,1,1,1,1.1836532777631954,2.3130675215769965
53,0,1,0,0,1.1056102045040834,0.4616878144618418
54,0,1,0,0,1.1316245622571208,0.5773990461565389
55,0,1,0,0,1.1186173833806021,0.8088215095459333
56,0,1,1,1,1.1966604566397139,0.9245327412406306
57,0,1,1,1,1.1706460988866767,3.470179838523968
58,0,1,0,0,1.0795958467510463,0.5773990461565389
59,0,1,0,0,0.910502521356304,0.2302653510724474
60,0,1,1,1,1.2486891721457885,0.8088215095459333
61,0,1,1,1,0.8844881636032669,0.5889701693260087
62,0,1,0,0,0.9235097002328228,0.11455411937775022
63,0,1,1,1,1.1706460988866767,0.5773990461565389
64,0,1,0,0,1.1836532777631954,1.7345113631035107
65,0,1,1,1,1.2486891721457885,0.9245327412406306
66,0,1,0,0,1.1446317411336395,2.3130675215769965
67,0,1,1,1,1.092603025627565,1.1559552046300248
68,0,1,0,0,1.2486891721457885,0.2302653510724474
69,0,1,0,0,1.0665886678745276,1.5030888997141165
70,0,1,1,1,1.157638920010158,2.3130675215769965
71,0,1,0,0,0.910502521356304,6.941516789364885
72,0,1,0,0,1.2356819932692698,1.1559552046300248
73,0,1,0,0,1.1706460988866767,0.8088215095459333
74,0,1,0,0,1.1706460988866767,1.1559552046300248
75,0,1,0,0,1.1186173833806021,0.5773990461565389
76,0,1,0,0,0.7284020170850433,2.3130675215769965
77,0,1,0,1,1.2356819932692698,1.1559552046300248
78,0,1,0,0,1.1446317411336395,1.1559552046300248
79,0,1,1,1,0.910502521356304,0.11455411937775022
80,0,1,0,0,1.157638920010158,1.7345113631035107
81,0,1,1,1,1.2226748143927513,2.3130675215769965
82,0,1,1,1,1.1446317411336395,2.3130675215769965
83,0,1,0,0,0.910502521356304,1.1559552046300248
84,0,1,1,1,1.0405743101214904,1.1559552046300248
85,0,1,0,0,1.2096676355162326,0.5773990461565389
86,0,1,0,0,1.1186173833806021,0.11455411937775022
87,0,1,0,0,1.2096676355162326,2.3130675215769965
88,0,1,1,1,1.2486891721457885,2.8916236800504826
89,0,1,1,0,1.1186173833806021,0.9245327412406306
90,0,1,0,0,1.2486891721457885,23.14108922662249
91,0,1,0,0,1.2096676355162326,0.3459765827671446
92,0,1,0,0,0.9885455946154159,0.0
93,0,1,1,1,1.092603025627565,1.1559552046300248
94,0,1,0,0,0.9625312368623786,0.9245327412406306
95,0,1,1,1,1.2486891721457885,1.1559552046300248
96,0,1,1,0,0.9755384157388972,3.470179838523968
97,0,1,1,1,1.1836532777631954,0.8088215095459333
98,0,1,0,0,1.1316245622571208,2.3130675215769965
99,0,1,0,1,1.2356819932692698,2.3130675215769965
100,0,1,1,1,1.1836532777631954,0.5773990461565389
101,0,1,1,1,0.806445090344155,0.9245327412406306
102,0,1,0,0,0.6113374071963756,0.2302653510724474
103,0,1,1,0,1.0405743101214904,1.7345113631035107
104,0,1,0,0,1.1836532777631954,3.470179838523968
105,0,1,1,1,1.1446317411336395,0.0
106,0,1,1,0,1.2096676355162326,0.7706368030866833
107,0,1,0,0,1.1706460988866767,1.3873776680194192
108,0,1,0,0,1.1836532777631954,2.3130675215769965
109,0,1,0,0,0.7153948382085247,0.3459765827671446
110,0,1,1,1,1.157638920010158,0.2302653510724474
111,0,1,0,0,1.2096676355162326,2.3130675215769965
112,0,1,1,1,1.1706460988866767,0.8088215095459333
113,0,1,0,0,1.1966604566397139,0.3459765827671446
114,0,1,1,1,1.1706460988866767,0.2302653510724474
115,0,1,1,0,1.1966604566397139,0.8088215095459333
116,0,1,1,0,1.0145599523684532,1.1559552046300248
117,0,1,1,1,1.1446317411336395,1.1559552046300248
118,0,1,1,0,1.1056102045040834,1.1559552046300248
119,0,1,1,1,1.0405743101214904,1.7345113631035107
120,0,1,0,0,0.910502521356304,1.1559552046300248
121,0,1,0,0,1.1706460988866767,1.1559552046300248
122,0,1,0,0,1.1186173833806021,6.941516789364885
123,0,0,0,0,1.0405743101214904,1.1559552046300248
124,0,1,1,1,1.157638920010158,2.3130675215769965
125,0,1,1,0,1.1316245622571208,3.470179838523968
126,0,1,0,0,1.0665886678745276,0.2765498437503263
127,0,1,1,1,1.2226748143927513,0.11455411937775022
128,0,1,0,0,1.2226748143927513,0.056698503530401616
129,0,1,0,0,1.1056102045040834,1.1559552046300248
130,0,1,0,0,1.053581488998009,1.1559552046300248
131,0,1,0,0,1.0665886678745276,3.470179838523968
132,0,1,0,0,1.0275671312449717,2.5444899849663907
133,0,1,0,0,1.0145599523684532,0.45011669129237203
134,0,1,1,1,1.0405743101214904,0.3459765827671446
135,0,1,0,0,0.9625312368623786,0.5773990461565389
136,0,1,1,1,1.1186173833806021,0.0
137,0,1,1,1,1.157638920010158,1.7345113631035107
138,0,1,0,0,0.9625312368623786,0.11455411937775022
139,0,1,1,0,1.1836532777631954,0.8088215095459333
140,0,1,1,0,1.1966604566397139,0.9245327412406306
141,0,1,0,0,1.1316245622571208,0.5773990461565389
142,0,1,1,0,1.2486891721457885,0.5773990461565389
143,0,1,0,0,1.1706460988866767,1.850222594798208
144,0,1,1,0,1.1446317411336395,0.4616878144618418
145,0,1,1,1,1.2226748143927513,1.1559552046300248
146,0,1,0,0,1.1966604566397139,1.1559552046300248
147,0,1,1,1,1.0275671312449717,4.627292155470941
148,0,1,1,1,1.1056102045040834,1.1559552046300248
149,0,1,0,0,1.1186173833806021,1.7345113631035107
150,0,1,0,1,1.2356819932692698,0.2302653510724474
151,0,1,1,1,1.0405743101214904,2.3130675215769965
152,0,1,0,0,0.9365168791093413,3.470179838523968
153,0,1,0,0,0.5723158705668198,0.9245327412406306
154,0,1,0,0,1.053581488998009,0.5773990461565389
155,0,1,0,0,1.0665886678745276,1.1559552046300248
156,0,1,0,0,1.2356819932692698,2.3130675215769965
157,0,1,1,1,1.1446317411336395,2.3130675215769965
158,0,1,0,0,1.0405743101214904,1.5030888997141165
159,0,1,1,0,1.1966604566397139,3.470179838523968
160,0,1,0,0,1.053581488998009,3.470179838523968
161,0,1,0,0,1.1836532777631954,10.412853740205799
162,0,1,1,0,1.2096676355162326,1.5030888997141165
163,0,1,0,0,1.1836532777631954,0.2302653510724474
164,0,1,0,0,0.9885455946154159,0.4616878144618418
165,0,1,0,0,1.2226748143927513,2.3130675215769965
166,0,1,1,1,1.2616963510223071,0.6931102778512361
167,0,1,0,0,0.6503589438259315,3.470179838523968
168,0,1,0,0,1.2356819932692698,2.3130675215769965
169,0,1,0,0,1.1966604566397139,0.11455411937775022
170,0,1,1,1,0.9495240579858599,0.5773990461565389
171,0,1,0,0,0.9755384157388972,2.3130675215769965
172,0,1,0,0,0.9625312368623786,0.0
173,0,1,0,0,1.0015527734919345,1.1559552046300248
174,0,1,1,0,0.9885455946154159,0.0
175,0,1,1,1,1.2747035298988256,1.850222594798208
176,0,1,0,0,1.2096676355162326,0.5773990461565389
177,0,1,0,0,1.300717887651863,0.11455411937775022
178,0,1,0,0,1.2356819932692698,2.3130675215769965
179,0,1,0,0,1.1966604566397139,1.3873776680194192
180,0,1,0,0,0.9885455946154159,1.7345113631035107
181,0,1,0,0,1.1446317411336395,0.06826962669987133
182,0,1,0,0,0.9885455946154159,1.850222594798208
183,0,1,1,1,1.1836532777631954,1.7345113631035107
184,0,1,0,0,0.9365168791093413,2.3130675215769965
185,0,1,0,0,1.2356819932692698,1.7345113631035107
186,0,1,0,0,1.092603025627565,1.0402439729353279
187,0,1,1,0,1.2486891721457885,1.5030888997141165
188,0,1,0,0,1.2486891721457885,1.1559552046300248
189,0,1,1,0,1.1056102045040834,2.3130675215769965
190,0,1,0,0,1.1706460988866767,2.8916236800504826
191,0,1,0,0,0.7414091959615619,0.4616878144618418
192,0,1,0,0,1.1316245622571208,1.1559552046300248
193,0,1,0,0,1.2486891721457885,0.3459765827671446
194,0,1,1,0,0.7934379114676364,0.5773990461565389
195,0,1,0,0,1.2616963510223071,0.3459765827671446
196,0,1,1,1,1.2226748143927513,1.3873776680194192
197,0,1,0,0,0.7153948382085247,0.8088215095459333
198,0,0,0,0,1.2096676355162326,0.8088215095459333
199,0,1,1,0,1.2486891721457885,0.3459765827671446
200,0,1,1,1,1.1706460988866767,0.5773990461565389
201,0,1,1,1,0.9235097002328228,1.1559552046300248
202,0,1,0,0,1.0015527734919345,1.1559552046300248
203,0,1,1,0,1.1446317411336395,1.1559552046300248
204,0,1,1,1,1.2226748143927513,3.470179838523968
205,0,1,1,1,1.2616963510223071,0.9245327412406306
206,0,1,0,0,1.1316245622571208,5.784404472417912
207,0,1,0,0,1.0405743101214904,0.0
208,0,1,1,0,1.1836532777631954,2.3130675215769965
209,0,1,1,0,1.0405743101214904,11.56996605715277
210,0,1,0,0,1.0015527734919345,5.784404472417912
211,0,1,1,0,1.1836532777631954,0.0
212,0,1,0,0,1.0145599523684532,2.3130675215769965
213,0,1,0,0,0.8584738058502296,0.3459765827671446
214,0,1,0,0,1.1966604566397139,0.031242032557568244
215,0,1,0,0,1.2356819932692698,0.11455411937775022
216,0,1,0,0,1.157638920010158,2.3130675215769965
217,0,1,1,0,1.1186173833806021,0.9245327412406306
218,0,1,1,1,1.1836532777631954,0.9823883570879791
219,0,1,1,1,1.2096676355162326,0.5773990461565389
220,0,1,0,0,1.1056102045040834,0.5773990461565389
221,0,0,0,0,0.910502521356304,1.1559552046300248
222,0,1,0,0,1.1446317411336395,1.850222594798208
223,0,1,0,0,1.0665886678745276,1.1559552046300248
224,0,1,0,1,1.1446317411336395,1.3873776680194192
225,0,1,0,0,1.0795958467510463,0.11455411937775022
226,0,1,0,0,0.7804307325911178,2.3130675215769965
227,0,1,0,0,1.0405743101214904,0.5773990461565389
228,0,1,1,1,0.6893804804554874,0.3459765827671446
229,0,1,0,0,1.0665886678745276,0.3459765827671446
230,0,1,1,0,1.1706460988866767,0.059012728164295564
231,0,1,0,0,1.2356819932692698,0.4616878144618418
232,0,1,0,0,1.1446317411336395,4.627292155470941
233,0,1,0,0,1.092603025627565,1.7345113631035107
234,0,1,0,1,1.157638920010158,2.3130675215769965
235,0,1,0,0,0.8324594480971923,0.6931102778512361
236,0,0,0,0,1.2747035298988256,0.4616878144618418
237,0,1,0,0,1.1316245622571208,2.3130675215769965
238,0,1,0,0,0.8194522692206737,2.3130675215769965
239,0,1,0,0,0.9885455946154159,2.3130675215769965
240,0,1,1,1,1.1966604566397139,1.7345113631035107
241,0,1,0,0,1.300717887651863,2.3130675215769965
242,0,1,0,0,1.0015527734919345,0.5773990461565389
243,0,1,1,0,1.1316245622571208,0.5773990461565389
244,0,1,1,1,1.0665886678745276,1.7345113631035107
245,0,1,1,1,1.2486891721457885,0.8088215095459333
246,0,1,0,0,1.2356819932692698,0.20133754314877308
247,0,1,1,1,1.1706460988866767,2.3130675215769965
248,0,1,1,1,1.2356819932692698,0.8088215095459333
249,0,1,0,0,1.0405743101214904,3.470179838523968
250,0,0,0,0,1.300717887651863,0.5773990461565389
251,0,1,1,0,1.2747035298988256,0.5773990461565389
252,0,1,1,0,1.1056102045040834,0.5773990461565389
